269,198,3.983406390860862
697,713,3.5191095653102304
361,275,4.0287975885053875
318,257,3.768165019022562
848,294,3.039534585154346
783,333,3.5402956389288054
925,5,3.2367714434045807
722,122,2.367214951166696
128,371,3.16857488532384
861,714,3.2348261455706826
175,483,4.444143521610546
441,1,3.8599193224691644
425,318,4.451515177472512
709,219,3.1746553885780537
454,161,3.4699955625586303
231,121,3.517235178963088
534,237,3.764308509898804
54,685,3.3555394352422825
648,473,3.152472568948778
380,241,3.49110599782862
520,315,4.120094241127314
15,473,3.129506563072565
237,499,3.965037964717229
640,732,3.610774238776609
821,174,4.299486773995274
577,95,3.8130590101472546
639,488,4.166225681701385
511,313,4.387026116387025
900,429,3.9428269406066687
174,368,1.8413062035236116
939,931,2.0596332135735023
212,427,4.353277836915594
516,191,4.17741735752321
898,270,3.5872914149678006
709,195,3.9743961684985694
228,651,4.082070825041881
624,471,3.5508853448186457
856,258,3.7263463732555873
836,896,3.8960195265968283
147,339,3.1353429802633563
862,407,2.385764183830877
207,68,3.422467561272447
531,905,3.181418107952279
836,429,3.9619281055858204
675,874,3.2469167781570594
633,28,3.966047288267723
90,289,2.92540510160651
487,56,4.099714995287999
155,294,3.1513104896772255
333,180,4.04438930974305
290,208,3.9977526725594448
238,815,3.1932067903753154
253,216,3.9137892932387497
103,300,3.6715446377044385
361,238,3.9168806906628038
270,558,3.5682141980607063
634,1008,3.2454227185662723
345,1160,3.7145582236865198
93,275,3.9877287641646793
845,750,3.7120968515656285
389,28,3.9475832137843865
238,252,3.011035404019798
306,14,3.9494406343250246
307,100,4.126846703974716
44,507,3.808718542781857
831,273,3.544256609295049
325,514,3.8931423744525198
756,603,4.3567695386187735
74,272,4.276139667814371
114,191,4.164337961439145
575,506,3.8731249092842797
576,435,3.986482004666487
919,257,3.773321075242796
631,301,3.222988828661244
736,255,3.3873952175540873
454,493,4.228906600858021
342,132,4.091763264345157
531,312,3.1532053480591387
142,243,2.3689439571457194
266,268,3.787573838502199
30,539,2.4203321261377004
117,50,4.411125289022533
311,179,3.896822718499682
587,349,2.656365958830989
334,229,3.0916375380227348
454,182,3.930571861407638
717,268,3.7939035022447123
703,147,3.4839070201546782
664,433,3.67212155328981
135,229,3.082682832929207
21,447,3.520161625950525
280,1049,2.7325891974187724
123,847,3.786005626226059
42,403,3.4548980384135577
457,443,3.8028899362141955
727,117,3.7025782287196765
488,58,3.661825820827872
249,239,3.5023470976844346
241,307,3.5257263490883233
339,132,4.091578733743226
289,849,2.81636345293749
529,292,3.5525717635106666
610,315,4.066163710902728
773,64,4.448183521606022
863,902,3.5354683539619693
889,168,4.114833080256813
449,286,3.7070054938058328
384,328,3.411509914680344
220,301,3.272744897236739
637,280,3.1845895330376193
37,183,4.087575906562333
260,322,3.0903351781034964
743,321,3.1633407308164827
156,58,3.6728151883977906
114,195,3.922879671184208
149,327,3.391303826566045
221,780,3.053827795531955
832,245,3.1189225127785316
246,409,3.096006110340373
34,329,3.2385056769075917
238,476,3.006967159134479
683,1483,3.6327471740774664
559,294,3.0389805578649383
556,520,4.050000239824762
254,230,3.457965479690198
45,763,3.4145932628440954
376,275,4.047345564522872
681,258,3.7875414506804432
183,405,3.2834370701825066
434,275,3.988511973893698
183,483,4.4384712238580475
721,87,3.930284665567468
231,476,3.0318345326598646
394,67,3.0300131172398572
496,97,3.777160930069975
608,490,4.01300301211363
530,214,3.3944619046722906
702,294,3.1482429701545693
50,475,3.9490995224995893
463,593,3.152878657747582
241,887,3.492909973110401
883,68,3.383817206660769
159,111,3.516031342919225
397,7,3.831323423259051
138,517,3.7658775942491345
385,367,3.475419643253401
593,210,3.949346643989114
422,325,2.72271092715323
52,748,3.093490628568557
531,990,3.048130570495529
726,819,2.760933162358453
108,125,3.5525103657420316
443,286,3.5858313794804517
317,331,3.5724091828108953
144,125,3.529041520237378
115,228,3.771978386678034
93,820,2.781426339528668
48,680,2.2433579319741614
219,935,3.2673931356821355
11,732,3.636393044213512
798,1,3.9149156468583315
291,15,3.745170597675396
282,271,3.2148652912493354
662,319,3.333808261474069
478,122,2.3947022346743267
317,300,3.753125317987814
634,476,3.01363183567729
712,385,3.5716355513893165
273,690,3.449199023503935
726,249,3.3008791776370727
268,145,2.4910723389789493
940,205,3.9682395758126785
639,462,3.8226824396007215
530,692,3.6026651087700676
835,325,2.58729315499235
736,50,4.394240966736713
580,1028,3.0339167490102463
452,152,3.6793409101231465
807,465,3.5272823738589874
448,268,3.706444645905299
121,405,3.308481345741335
928,358,2.5790927176922116
30,82,3.7621335446830324
350,616,3.3999214934667967
597,936,3.956795698855729
170,288,3.470300622880088
928,878,2.2509333077097695
43,40,2.827968926321371
160,135,3.9825635909715564
1,61,3.801588405761667
562,480,4.295123412950117
574,1313,2.667856136280443
911,485,3.8893841338256845
36,339,3.2587380306287415
127,294,3.100488464324042
761,924,3.4118563916502294
150,129,3.8452686144348327
489,292,3.4738828851848287
204,315,4.127561281158611
544,325,2.6364367700410156
281,258,3.8101141159064857
